entidade;atributo;descricao
sinapses.Empenho;empenho.codigo_subacao;Código do Programa.
sinapses.Empenho;empenho.codigo_subacao;Código do tipo da SubAção.
sinapses.Empenho;empenho.codigo_tipo_acao;Código da classificação que define a ação.
sinapses.Empenho;empenho.codigo_tipo_empenho;Código do tipo do Empenho.
sinapses.Empenho;empenho.codigo_despesa;O código que classifica a natureza da despesa do empenho.
sinapses.Empenho;empenho.data;A data em que o empenho foi realizado.
sinapses.Empenho;empenho.data_de_publicacao;A data em que o empenho foi publicado.
sinapses.Empenho;empenho.documentos_do_processo;Documentos do Processo
sinapses.Empenho;empenho.elemento;Detalhamento do Empenho, indicando o tipo específico de gasto.
sinapses.Empenho;empenho.esfera;Esfera (E -Estadual ou M - Municipal).
sinapses.Empenho;base_entity.expandable;Valores a serem expandidos
sinapses.Empenho;empenho.favorecido;O CNPJ ou CPF do beneficiário do empenho.
sinapses.Empenho;empenho.fim_da_vigencia;Data de fim da vigência do empenho.
sinapses.Empenho;empenho.fim_da_vigencia_atualizada;Fim da data de vigência atualizada.
sinapses.Empenho;empenho.fonte_de_recurso;Origem dos fundos usados para uma despesa específica.
sinapses.Empenho;empenho.funcao;Classificação da despesa de acordo com a área de atuação governamental.
sinapses.Empenho;empenho.tipo_de_credor;Breve histórico do Empenho.
sinapses.Empenho;empenho.id_empenho;ID do Empenho.
sinapses.Empenho;base_entity.id;Identificador único da entidade dentro do sistema SNAP.
sinapses.Empenho;empenho.id_unidade_gestora;ID da unidade administrativa responsável.
sinapses.Empenho;empenho.inicio_vigencia;Data de início da vigência do empenho.
sinapses.Empenho;empenho.item;Item adquirido através deste empenho
sinapses.Empenho;empenho.liquidado;Valor liquidado do empenho
sinapses.Empenho;empenho.numero;O número identificador do empenho, único para cada registro.
sinapses.Empenho;empenho.mes_referencia;Mês fiscal em que em que os recursos foram alocados.
sinapses.Empenho;empenho.modalidade;Tipo de despesa ou ao propósito para o qual os recursos serão utilizados.
sinapses.Empenho;empenho.natureza;Agrupamento que especifica a natureza do Empenho.
sinapses.Empenho;empenho.nome_favorecido;Nome do favorecido do empenho.
sinapses.Empenho;empenho.numero;O número identificador do empenho, único para cada registro.
sinapses.Empenho;empenho.numero_contrato;Número do contrato.
sinapses.Empenho;empenho.objeto_do_processo;Objeto do processo
sinapses.Empenho;empenho.orgao_contrato;Orgão responsável pelo contrato do empenho.
sinapses.Empenho;empenho.orgao_demandante;Orgão demandante do empenho
sinapses.Empenho;empenho.pago;Valor pago do empenho
sinapses.Empenho;empenho.programa;Conjunto de ações com objetivos específicos a serem atingidos pelo governo.
sinapses.Empenho;base_entity.secret;Chave secreta para operações de segurança interna e autenticação.
sinapses.Empenho;base_entity.sinapses_adicionais;
sinapses.Empenho;empenho.subacao;Detalhamento da ação.
sinapses.Empenho;empenho.subelemento;Detalhamento adicional do elemento do Empenho.
sinapses.Empenho;empenho.subfuncao;Detalhamento da função, fornecendo informações específicas sobre a área de atuação.
sinapses.Empenho;empenho.tipo_da_acao;Classificação que define a ação.
sinapses.Empenho;empenho.tipo_de_credor;Tipo de credor do Empenho.
sinapses.Empenho;empenho.tipo_empenho;Forma como o compromisso de despesa é formalizado dentro da administração pública.
sinapses.Empenho;empenho.tipo_licitacao;O tipo de processo licitatório que fundamenta o empenho, se aplicável.
sinapses.Empenho;empenho.unidade_gestora;A unidade administrativa responsável pela gestão do empenho.
sinapses.Empenho;empenho.unidade_orcamentaria;Entidade governamental responsável por um determinado orçamento específico.
sinapses.Empenho;base_entity.base_de_origem;Identificação da base ou contexto original de onde a entidade foi gerada.
sinapses.Empenho;empenho.valor;O montante financeiro total comprometido pelo empenho.
sinapses.Empenho;empenho.valor_referencia;Valor de referência para o empenho.
sinapses.RDO;base_entity.hash;Hash alfanumérico para verificação de integridade e identificação rápida.
sinapses.RDO;arquivo.access_time;Última data e hora de acesso ao documento.
sinapses.RDO;base_entity.busca_original;Termo ou consulta original que resultou na criação desta entidade.
sinapses.RDO;arquivo.creation_time;Data e hora da criação inicial do documento.
sinapses.RDO;rdo.data;Data em que o incidente foi oficialmente registrado na delegacia.
sinapses.RDO;rdo.delegacia;Unidade policial onde o boletim foi registrado, identificando a autoridade responsável.
sinapses.RDO;arquivo.deleted_time;Data e hora da exclusão do documento do sistema.
sinapses.RDO;arquivo.description;Sumário do conteúdo e propósito do documento.
sinapses.RDO;arquivo.doc_link;Link direto para o acesso ao documento.
sinapses.RDO;arquivo.download_info;Parâmetros e protocolos para baixar o documento.
sinapses.RDO;arquivo.extensao;Sufixo adicionado ao nome do arquivo para indicar o tipo de arquivo ou o formato de dados contido no arquivo.
sinapses.RDO;arquivo.file_size;Espaço de armazenamento ocupado pelo documento.
sinapses.RDO;arquivo.fonte_da_info;Proveniência das informações contidas no documento.
sinapses.RDO;base_entity.id;Identificador único da entidade dentro do sistema SNAP.
sinapses.RDO;arquivo.modify_time;Registro da última alteração no documento.
sinapses.RDO;rdo.naturezas;Categoria do incidente registrado no boletim, detalhando o tipo de ocorrência.
sinapses.RDO;arquivo.numero;Número único para identificação do documento.
sinapses.RDO;arquivo.origem;Local ou entidade de origem do documento.
sinapses.RDO;arquivo.processo_relacionado;Identificação de um processo legal ou administrativo vinculado ao documento.
sinapses.RDO;rdo.numero;Numero identificador do RDO
sinapses.RDO;arquivo.resumo;Destaque dos tópicos principais abordados no documento.
sinapses.RDO;base_entity.secret;Chave secreta para operações de segurança interna e autenticação.
sinapses.RDO;rdo.situacao;Estado atual do boletim, indicando se está em aberto, concluído ou em outra fase processual.
sinapses.RDO;arquivo.source;Arquivo onde o documento foi originalmente encontrado, codificado em Base64.
sinapses.RDO;base_entity.base_de_origem;Identificação da base ou contexto original de onde a entidade foi gerada.
sinapses.DiarioOficial;base_entity.hash;Hash alfanumérico para verificação de integridade e identificação rápida.
sinapses.DiarioOficial;arquivo.access_time;Última data e hora de acesso ao documento.
sinapses.DiarioOficial;base_entity.busca_original;Termo ou consulta original que resultou na criação desta entidade.
sinapses.DiarioOficial;arquivo.creation_time;Data e hora da criação inicial do documento.
sinapses.DiarioOficial;diario_oficial.data;Data de emissão do documento Diário oficial.
sinapses.DiarioOficial;arquivo.deleted_time;Data e hora da exclusão do documento do sistema.
sinapses.DiarioOficial;arquivo.description;Sumário do conteúdo e propósito do documento.
sinapses.DiarioOficial;arquivo.doc_link;Link direto para o acesso ao documento.
sinapses.DiarioOficial;arquivo.download_info;Parâmetros e protocolos para baixar o documento.
sinapses.DiarioOficial;diario_oficial.edicao_extra;Determina se os dados vieram de uma edição extra.
sinapses.DiarioOficial;base_entity.expandable;Valores a serem expandidos
sinapses.DiarioOficial;arquivo.extensao;Sufixo adicionado ao nome do arquivo para indicar o tipo de arquivo ou o formato de dados contido no arquivo.
sinapses.DiarioOficial;diario_oficial.extra;Notas relevantes sobre o conteúdo.
sinapses.DiarioOficial;arquivo.file_size;Espaço de armazenamento ocupado pelo documento.
sinapses.DiarioOficial;arquivo.fonte_da_info;Proveniência das informações contidas no documento.
sinapses.DiarioOficial;base_entity.id;Identificador único da entidade dentro do sistema SNAP.
sinapses.DiarioOficial;diario_oficial.link;URL para acesso direto ao documento.
sinapses.DiarioOficial;diario_oficial.local;Área geográfica mencionada no registro.
sinapses.DiarioOficial;diario_oficial.data;Data de emissão do documento Diário oficial.
sinapses.DiarioOficial;arquivo.modify_time;Registro da última alteração no documento.
sinapses.DiarioOficial;arquivo.numero;Número único para identificação do documento.
sinapses.DiarioOficial;arquivo.origem;Local ou entidade de origem do documento.
sinapses.DiarioOficial;arquivo.processo_relacionado;Identificação de um processo legal ou administrativo vinculado ao documento.
sinapses.DiarioOficial;arquivo.resumo;Destaque dos tópicos principais abordados no documento.
sinapses.DiarioOficial;base_entity.secret;Chave secreta para operações de segurança interna e autenticação.
sinapses.DiarioOficial;base_entity.sinapses_adicionais;
sinapses.DiarioOficial;arquivo.source;Arquivo onde o documento foi originalmente encontrado, codificado em Base64.
sinapses.DiarioOficial;diario_oficial.text_extracts;Exibe trechos de onde foi encontrado o resultado.
sinapses.DiarioOficial;base_entity.base_de_origem;Identificação da base ou contexto original de onde a entidade foi gerada.
sinapses.BolsaFamilia;base_entity.hash;Hash alfanumérico para verificação de integridade e identificação rápida.
sinapses.BolsaFamilia;base_entity.busca_original;Termo ou consulta original que resultou na criação desta entidade.
sinapses.BolsaFamilia;base_entity.id;ID único da entidade.
sinapses.BolsaFamilia;bolsa_familia.mes_competencia;Mês de referência para o pagamento do benefício.
sinapses.BolsaFamilia;bolsa_familia.mes_referencia;Mês de liberação do recurso.
sinapses.BolsaFamilia;bolsa_familia.quantidade_dependentes;Contagem de membros financeiramente dependentes na família.
sinapses.BolsaFamilia;base_entity.secret;Chave secreta para operações de segurança interna e autenticação.
sinapses.BolsaFamilia;bolsa_familia.titular;Responsável principal pelo recebimento do auxílio.
sinapses.BolsaFamilia;base_entity.base_de_origem;Identificação da base ou contexto original de onde a entidade foi gerada.
sinapses.BolsaFamilia;bolsa_familia.valor;Quantia do benefício.
sinapses.IPv4;base_entity.hash;Hash alfanumérico para verificação de integridade e identificação rápida.
sinapses.IPv4;base_entity.busca_original;Termo ou consulta original que resultou na criação desta entidade.
sinapses.IPv4;ipv4.endereco_ip;IP único da Entidade que representa um endereço IPv4 no SNAP
sinapses.IPv4;base_entity.id;Identificador único da entidade dentro do sistema SNAP.
sinapses.IPv4;base_entity.secret;Chave secreta para operações de segurança interna e autenticação.
sinapses.IPv4;base_entity.base_de_origem;Identificação da base ou contexto original de onde a entidade foi gerada.
sinapses.Chat;base_entity.hash;Hash alfanumérico para verificação de integridade e identificação rápida.
sinapses.Chat;base_entity.busca_original;Termo ou consulta original que resultou na criação desta entidade.
sinapses.Chat;chat.count_messages;Número de mensagens.
sinapses.Chat;base_entity.id;Identificador exclusivo do Chat.
sinapses.Chat;chat.last_activity_date;Data da última atividade.
sinapses.Chat;chat.main_number;Número principal.
sinapses.Chat;chat.members_in;Membros atuais.
sinapses.Chat;chat.messages;Corpo de mensagens.
sinapses.Chat;chat.name;Nome do chat.
sinapses.Chat;chat.num_participants;Contagem de participantes.
sinapses.Chat;chat.participants;Lista de membros.
sinapses.Chat;chat.relationships;Conexões de perfil.
sinapses.Chat;base_entity.secret;Chave secreta para operações de segurança interna e autenticação.
sinapses.Chat;chat.source_app;App originário.
sinapses.Chat;chat.start_date;Data de início.
sinapses.Chat;chat.time_gap;Intervalo de atividade.
sinapses.Chat;base_entity.base_de_origem;Identificação da base ou contexto original de onde a entidade foi gerada.
sinapses.Arma;base_entity.hash;Hash alfanumérico para verificação de integridade e identificação rápida.
sinapses.Arma;base_entity.busca_original;Termo ou consulta original que resultou na criação desta entidade.
sinapses.Arma;arma.calibre;Diâmetro interno do cano da arma.
sinapses.Arma;base_entity.expandable;Valores a serem expandidos
sinapses.Arma;base_entity.id;Identificador único da entidade dentro do sistema SNAP.
sinapses.Arma;arma.sinarm;Numero identificador no Sistema Nacional de Armas
sinapses.Arma;arma.marca;Fabricante da arma.
sinapses.Arma;arma.modelo;Versão da arma.
sinapses.Arma;arma.numero_registro;ID oficial da arma.
sinapses.Arma;arma.num_serie;ID único da arma.
sinapses.Arma;base_entity.secret;Chave secreta para operações de segurança interna e autenticação.
sinapses.Arma;base_entity.sinapses_adicionais;
sinapses.Arma;arma.sinarm;Numero identificador no Sistema Nacional de Armas
sinapses.Arma;base_entity.base_de_origem;Identificação da base ou contexto original de onde a entidade foi gerada.
sinapses.Afastamentos;base_entity.hash;Hash alfanumérico para verificação de integridade e identificação rápida.
sinapses.Afastamentos;afastamentos.afastamento;Razão ou circunstância pela qual um servidor foi afastado de seu cargo.
sinapses.Afastamentos;base_entity.busca_original;Termo ou consulta original que resultou na criação desta entidade.
sinapses.Afastamentos;base_entity.expandable;Valores a serem expandidos
sinapses.Afastamentos;base_entity.id;Identificador único da entidade dentro do sistema SNAP.
sinapses.Afastamentos;afastamentos.afastamento;Razão ou circunstância pela qual um servidor foi afastado de seu cargo.
sinapses.Afastamentos;base_entity.secret;Chave secreta para operações de segurança interna e autenticação.
sinapses.Afastamentos;base_entity.sinapses_adicionais;
sinapses.Afastamentos;base_entity.base_de_origem;Identificação da base ou contexto original de onde a entidade foi gerada.
sinapses.PessoaEscavador;base_entity.hash;Hash alfanumérico para verificação de integridade e identificação rápida.
sinapses.PessoaEscavador;pessoa_escavador.advogado_de;
sinapses.PessoaEscavador;pessoa_escavador.areas_de_atuacao;Áreas de atuação
sinapses.PessoaEscavador;pessoa_escavador.atuacao_formacao;Área de atuação ou formação
sinapses.PessoaEscavador;base_entity.busca_original;Termo ou consulta original que resultou na criação desta entidade.
sinapses.PessoaEscavador;base_entity.expandable;Valores a serem expandidos
sinapses.PessoaEscavador;base_entity.id;Identificador único da entidade dentro do sistema SNAP.
sinapses.PessoaEscavador;pessoa_escavador.link;Link para a página da pessoa no Escavador
sinapses.PessoaEscavador;base_entity.id;Identificador único da entidade dentro do sistema SNAP.
sinapses.PessoaEscavador;pessoa_escavador.nome;Nome completo do indivíduo conforme consta nos registros oficiais do Escavador.
